Row_num,Country,Year,Disease Name,Country_Population,Incidence_Rate,Prevalence_Rate,Mortality_Rate,Population_Affected,Affected_Male,Affected_Female,Age_0_18_Pct,Age_19_35_Pct,Age_36_60_Pct,Age_61_Plus_Pct,Urban_Population_Pct,Rural_Population_Pct,Healthcare_Access,Doctors_per_1000,Hospital_Beds_per_1000,Treatment_Type,Recovery_Rate,DALYs,Improvement_5_Years,Avg_Treatment_Cost_USD,Vaccine_Treatment_Availability,Health_Index,Per_Capita_Income_USD,Education_Index,Urbanization_Rate,Population Coverage (%),Gender Ratio (M:F),Urban_Rural_Ratio,Severity Score,Risk Score,Record_ID,Country_encoded,Disease Name_encoded,Treatment_Type_encoded,Vaccine_Treatment_Availability_encoded
3704.0,Indonesia,2008,Cholera,240157903.0,0.57,0.81,0.06,1368900.0,739206.0,629694.0,28.0,30.0,25.0,17.0,47.0,53.0,29.04,0.68,0.9,Medication,55.13,7.04,-38.75,37.0,Low,26.2,2262.07,0.57,47.2,0.57,1.17,0.89,0.67,0.63,4167,8,4,0,1
7467.0,Indonesia,2008,Dengue,240157903.0,5.17,7.18,0.01,12416164.0,6481238.0,5934926.0,33.0,35.0,25.0,7.0,47.0,53.0,38.04,0.4,0.3,Medication,74.69,61.2,-17.02,70.0,Low,30.6,2262.07,0.57,47.2,5.17,1.09,0.89,1.25,2.82,4168,8,5,0,1
1074.0,Indonesia,2008,Diabetes,240157903.0,0.38,5.27,0.01,912600.0,493717.0,418883.0,8.0,15.0,40.0,37.0,47.0,53.0,43.04,0.21,0.76,Medication,84.96,22.29,-5.61,146.0,Medium,43.7,2262.07,0.57,47.2,0.38,1.18,0.89,0.95,0.72,4169,8,6,0,2
6634.0,Indonesia,2008,Ebola,240157903.0,0.01,0.0,0.0,13672.0,7232.0,6440.0,13.0,25.0,35.0,27.0,47.0,53.0,27.04,0.78,1.45,Medication,51.71,0.0,-42.55,3506.0,Medium,16.1,2262.07,0.57,47.2,0.01,1.12,0.89,0.0,0.0,4170,8,7,0,2
4073.0,Indonesia,2008,HIVADS,240157903.0,0.16,1.5,0.01,384253.0,222482.0,161771.0,13.0,30.0,35.0,22.0,47.0,53.0,20.04,0.42,1.23,Medication,97.35,7.17,8.15,70.0,Medium,32.5,2262.07,0.57,47.2,0.16,1.38,0.89,0.64,0.45,4171,8,8,0,2
785.0,Indonesia,2008,Hepatitis,240157903.0,0.18,0.96,0.01,432284.0,268881.0,163403.0,8.0,15.0,35.0,42.0,47.0,53.0,50.04,0.48,1.24,Medication,88.45,4.61,-1.73,35.0,Medium,43.2,2262.07,0.57,47.2,0.18,1.65,0.89,0.52,0.38,4172,8,9,0,2
8131.0,Indonesia,2008,Hypertension,240157903.0,1.5,28.77,0.075,3602369.0,1966893.0,1635476.0,5.0,8.0,35.0,52.0,47.0,53.0,24.04,0.38,1.3,Medication,86.29,77.875,-4.13,146.0,Medium,39.6,2262.07,0.57,47.2,1.5,1.2,0.89,1.59,1.55,4173,8,10,0,2
7534.0,Indonesia,2008,Influenza,240157903.0,10.06,14.44,0.075,24159885.0,12780579.0,11379306.0,28.0,25.0,30.0,17.0,47.0,53.0,33.04,0.23,0.96,Medication,91.72,77.875,1.9,14.0,Medium,38.1,2262.07,0.57,47.2,10.06,1.12,0.89,1.51,4.93,4174,8,11,0,2
4481.0,Indonesia,2008,Leprosy,240157903.0,0.01,0.09,0.01,24016.0,15298.0,8718.0,13.0,20.0,40.0,27.0,47.0,53.0,49.04,0.51,1.03,Medication,56.26,0.35,-37.5,3650.0,Medium,36.9,2262.07,0.57,47.2,0.01,1.75,0.89,0.1,0.06,4175,8,12,0,2
9970.0,Indonesia,2008,Malaria,240157903.0,17.65,26.28,0.075,42387870.0,23059001.0,19328869.0,38.0,30.0,25.0,7.0,47.0,53.0,49.04,0.32,0.62,Medication,97.22,77.875,8.01,144.0,Medium,43.2,2262.07,0.57,47.2,17.65,1.19,0.89,1.72,8.09,4176,8,13,0,2
7841.0,Indonesia,2008,Measles,240157903.0,3.28,4.51,0.01,7877179.0,4222168.0,3655011.0,53.0,20.0,8.0,19.0,47.0,53.0,47.04,0.42,1.16,Medication,84.81,40.61,-5.78,34.0,High,48.7,2262.07,0.57,47.2,3.28,1.16,0.89,1.13,1.99,4177,8,14,0,0
6495.0,Indonesia,2008,Parkinson'S Disease,240157903.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,24.04,0.71,0.58,Medication,60.51,0.0,-32.77,1795.0,Low,22.7,2262.07,0.57,47.2,0.19,1.12,3.55,0.01,0.08,4178,8,15,0,1
689.0,Indonesia,2008,Polio,240157903.0,0.01,0.0,0.0,17447.0,9177.0,8270.0,43.0,20.0,10.0,27.0,47.0,53.0,31.04,0.75,1.29,Medication,80.07,0.0,-11.04,14.0,High,44.6,2262.07,0.57,47.2,0.01,1.11,0.89,0.0,0.0,4179,8,16,0,0
6878.0,Indonesia,2008,Rabies,240157903.0,0.01,0.01,0.0,24016.0,16403.0,7613.0,18.0,25.0,35.0,22.0,47.0,53.0,23.04,0.59,0.73,Medication,89.06,0.16,-1.06,37.0,Low,30.2,2262.07,0.57,47.2,0.01,2.15,0.89,0.04,0.03,4180,8,17,0,1
8278.0,Indonesia,2008,Tubrculosis,240157903.0,0.13,0.93,0.01,312205.0,197626.0,114579.0,23.0,25.0,30.0,22.0,47.0,53.0,41.04,0.29,0.53,Medication,85.82,5.19,-4.66,36.0,Medium,38.8,2262.07,0.57,47.2,0.13,1.72,0.89,0.55,0.38,4181,8,18,0,2
4479.0,Indonesia,2008,Zika,240157903.0,0.01,0.0,0.0,12638.0,6509.0,6129.0,28.0,30.0,10.0,32.0,47.0,53.0,40.04,0.42,0.69,Vaccination,97.79,0.0,8.64,34.0,Medium,23.7,2262.07,0.57,47.2,0.01,1.06,0.89,0.0,0.0,4182,8,20,4,2
8912.0,Indonesia,2009,Alzheimer'S Disease,243220028.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,30.05,0.15,1.29,Medication,98.15,0.0,87.31,1772.0,Low,29.6,2362.08,0.59,47.9,0.19,1.12,3.55,0.01,0.08,4183,8,0,0,1
7662.0,Indonesia,2009,Asthma,243220028.0,0.65,6.83,0.01,1580930.0,771494.0,809436.0,28.0,25.0,25.0,22.0,48.0,52.0,45.05,0.54,0.54,Medication,84.43,29.2,61.13,37.0,Medium,44.8,2362.08,0.59,47.9,0.65,0.95,0.92,1.03,0.88,4184,8,1,0,2
360.0,Indonesia,2009,COVID-19,243220028.0,2.43,3.22,0.02,5910247.0,3357020.0,2553227.0,18.0,25.0,30.0,27.0,48.0,52.0,20.05,0.24,0.34,Medication,78.87,31.69,50.52,389.0,Medium,16.1,2362.08,0.59,47.9,2.43,1.31,0.92,1.06,1.61,4185,8,2,0,2
3616.0,Indonesia,2009,Cancer,243220028.0,0.74,14.66,0.04,1799828.0,959308.0,840520.0,8.0,10.0,35.0,47.0,48.0,52.0,24.05,0.25,0.89,Medication,82.43,57.2,57.31,2495.0,Medium,30.2,2362.08,0.59,47.9,0.74,1.14,0.92,1.25,1.05,4186,8,3,0,2
222.0,Indonesia,2009,Cholera,243220028.0,1.62,1.63,0.075,3940164.0,2127689.0,1812475.0,28.0,30.0,25.0,17.0,48.0,52.0,28.05,0.76,1.27,Medication,74.81,23.92,42.77,37.0,Low,30.2,2362.08,0.59,47.9,1.62,1.17,0.92,1.19,1.36,4187,8,4,0,1
560.0,Indonesia,2009,Dengue,243220028.0,4.51,6.48,0.02,10969223.0,5901442.0,5067781.0,33.0,35.0,25.0,7.0,48.0,52.0,31.05,0.54,1.45,Medication,89.02,57.53,69.89,74.0,Low,33.2,2362.08,0.59,47.9,4.51,1.16,0.92,1.23,2.54,4188,8,5,0,1
453.0,Indonesia,2009,Diabetes,243220028.0,0.67,7.97,0.04,1629574.0,881600.0,747974.0,8.0,15.0,40.0,37.0,48.0,52.0,41.05,0.32,0.98,Medication,62.56,41.12,19.39,145.0,Medium,39.3,2362.08,0.59,47.9,0.67,1.18,0.92,1.15,0.96,4189,8,6,0,2
7267.0,Indonesia,2009,Ebola,243220028.0,0.01,0.0,0.0,17136.0,8962.0,8174.0,13.0,25.0,35.0,27.0,48.0,52.0,34.05,0.33,0.76,Medication,54.4,0.0,3.82,3721.0,Medium,16.3,2362.08,0.59,47.9,0.01,1.1,0.92,0.0,0.0,4190,8,7,0,2
1272.0,Indonesia,2009,HIVADS,243220028.0,0.1,0.84,0.01,243220.0,141068.0,102152.0,13.0,30.0,35.0,22.0,48.0,52.0,41.05,0.21,1.16,Therapy,85.4,4.72,62.98,74.0,Medium,35.0,2362.08,0.59,47.9,0.1,1.38,0.92,0.53,0.36,4191,8,8,2,2
9934.0,Indonesia,2009,Hepatitis,243220028.0,0.36,2.42,0.04,875592.0,550747.0,324845.0,8.0,15.0,35.0,42.0,48.0,52.0,43.05,0.55,1.32,Medication,95.52,10.35,82.29,36.0,Medium,42.9,2362.08,0.59,47.9,0.36,1.7,0.92,0.76,0.6,4192,8,9,0,2
2211.0,Indonesia,2009,Hypertension,243220028.0,1.18,16.4,0.075,2869996.0,1575628.0,1294368.0,5.0,8.0,35.0,52.0,48.0,52.0,50.05,0.6,0.5,Medication,78.78,72.32,50.34,151.0,Medium,45.3,2362.08,0.59,47.9,1.18,1.22,0.92,1.37,1.29,4193,8,10,0,2
2352.0,Indonesia,2009,Influenza,243220028.0,11.58,16.7,0.07,28164879.0,14927386.0,13237493.0,28.0,25.0,30.0,17.0,48.0,52.0,29.05,0.55,1.24,Vaccination,80.39,77.875,53.42,15.0,Medium,36.3,2362.08,0.59,47.9,11.58,1.13,0.92,1.46,5.51,4194,8,11,4,2
8600.0,Indonesia,2009,Leprosy,243220028.0,0.09,0.7,0.01,218898.0,139219.0,79679.0,13.0,20.0,40.0,27.0,48.0,52.0,35.05,0.21,1.44,Medication,60.64,3.13,15.73,3898.0,Low,28.3,2362.08,0.59,47.9,0.09,1.75,0.92,0.43,0.29,4195,8,12,0,1
1291.0,Indonesia,2009,Malaria,243220028.0,6.79,8.4,0.02,16514640.0,9066537.0,7448103.0,38.0,30.0,25.0,7.0,48.0,52.0,35.05,0.72,0.36,Medication,97.55,77.875,86.16,147.0,Low,34.9,2362.08,0.59,47.9,6.79,1.22,0.92,1.33,3.51,4196,8,13,0,1
2732.0,Indonesia,2009,Measles,243220028.0,2.98,3.21,0.02,7247957.0,3834169.0,3413788.0,53.0,20.0,8.0,19.0,48.0,52.0,21.05,0.46,1.5,Medication,50.95,26.81,-2.77,36.0,High,36.1,2362.08,0.59,47.9,2.98,1.12,0.92,1.01,1.8,4197,8,14,0,0
9682.0,Indonesia,2009,Parkinson'S Disease,243220028.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,50.05,0.64,0.66,Medication,82.27,0.0,57.0,1796.0,Low,32.3,2362.08,0.59,47.9,0.19,1.12,3.55,0.01,0.08,4198,8,15,0,1
331.0,Indonesia,2009,Polio,243220028.0,0.01,0.0,0.0,14803.0,7831.0,6972.0,43.0,20.0,10.0,27.0,48.0,52.0,41.05,0.34,1.23,Medication,65.2,0.0,24.43,14.0,High,43.4,2362.08,0.59,47.9,0.01,1.12,0.92,0.0,0.0,4199,8,16,0,0
8800.0,Indonesia,2009,Rabies,243220028.0,0.01,0.0,0.0,15531.0,10654.0,4877.0,18.0,25.0,35.0,22.0,48.0,52.0,45.05,0.75,0.57,Medication,82.1,0.06,56.68,35.0,Low,35.1,2362.08,0.59,47.9,0.01,2.18,0.92,0.02,0.02,4200,8,17,0,1
5480.0,Indonesia,2009,Tubrculosis,243220028.0,0.11,1.08,0.01,267542.0,170157.0,97385.0,23.0,25.0,30.0,22.0,48.0,52.0,46.05,0.43,0.89,Medication,67.52,5.14,28.85,36.0,Medium,37.7,2362.08,0.59,47.9,0.11,1.75,0.92,0.55,0.37,4201,8,18,0,2
1900.0,Indonesia,2009,Zika,243220028.0,0.0,0.0,0.0,4520.0,2341.0,2179.0,28.0,30.0,10.0,32.0,48.0,52.0,34.05,0.47,0.85,Medication,94.32,0.0,80.0,39.0,Medium,22.2,2362.08,0.59,47.9,0.0,1.07,0.92,0.0,0.0,4202,8,20,0,2
724.0,Indonesia,2010,Alzheimer'S Disease,246305322.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,39.05,0.73,1.07,Medication,81.61,0.0,-1.46,2026.0,Low,30.3,3065.68,0.6,48.5,0.19,1.12,3.55,0.01,0.08,4203,8,0,0,1
863.0,Indonesia,2010,Asthma,246305322.0,0.5,6.94,0.06,1231527.0,581281.0,650246.0,28.0,25.0,25.0,22.0,49.0,52.0,50.05,0.28,1.25,Medication,57.08,26.5,-31.08,41.0,Medium,41.1,3065.68,0.6,48.5,0.5,0.89,0.94,1.04,0.82,4204,8,1,0,2
8018.0,Indonesia,2010,COVID-19,246305322.0,0.82,0.91,0.01,2019704.0,1141133.0,878571.0,18.0,25.0,30.0,27.0,49.0,52.0,25.05,0.76,0.86,Medication,58.42,9.46,-29.46,402.0,Medium,15.9,3065.68,0.6,48.5,0.82,1.3,0.94,0.71,0.75,4205,8,2,0,2
7609.0,Indonesia,2010,Cancer,246305322.0,0.44,4.69,0.04,1083743.0,570049.0,513694.0,8.0,10.0,35.0,47.0,49.0,52.0,43.05,0.28,0.7,Medication,57.35,25.45,-30.75,2478.0,Medium,30.6,3065.68,0.6,48.5,0.44,1.11,0.94,1.01,0.78,4206,8,3,0,2
2585.0,Indonesia,2010,Cholera,246305322.0,4.82,6.38,0.075,11871917.0,6446451.0,5425466.0,28.0,30.0,25.0,17.0,49.0,52.0,21.05,0.25,0.88,Medication,57.09,56.45,-31.07,40.0,Low,23.2,3065.68,0.6,48.5,4.82,1.19,0.94,1.66,2.92,4207,8,4,0,1
8023.0,Indonesia,2010,Dengue,246305322.0,6.04,8.89,0.05,14876841.0,7735957.0,7140884.0,33.0,35.0,25.0,7.0,49.0,52.0,45.05,0.28,0.35,Medication,85.16,75.25,2.83,81.0,Low,34.1,3065.68,0.6,48.5,6.04,1.08,0.94,1.34,3.22,4208,8,5,0,1
5139.0,Indonesia,2010,Diabetes,246305322.0,0.32,5.11,0.03,788177.0,431133.0,357044.0,8.0,15.0,40.0,37.0,49.0,52.0,42.05,0.76,1.3,Medication,57.37,21.21,-30.73,159.0,Medium,40.3,3065.68,0.6,48.5,0.32,1.21,0.94,0.95,0.7,4209,8,6,0,2
4027.0,Indonesia,2010,Ebola,246305322.0,0.01,0.0,0.0,17094.0,8974.0,8120.0,13.0,25.0,35.0,27.0,49.0,52.0,29.05,0.5,1.27,Therapy,76.72,0.0,-7.37,4008.0,Medium,19.2,3065.68,0.6,48.5,0.01,1.11,0.94,0.0,0.0,4210,8,7,2,2
5888.0,Indonesia,2010,HIVADS,246305322.0,0.06,0.35,0.0,147783.0,84975.0,62808.0,13.0,30.0,35.0,22.0,49.0,52.0,43.05,0.21,0.47,Therapy,96.14,1.95,16.08,81.0,Medium,36.4,3065.68,0.6,48.5,0.06,1.35,0.94,0.32,0.22,4211,8,8,2,2
3313.0,Indonesia,2010,Hepatitis,246305322.0,0.2,2.0,0.02,492611.0,310838.0,181773.0,8.0,15.0,35.0,42.0,49.0,52.0,49.05,0.66,0.28,Medication,95.9,8.73,15.79,39.0,Medium,43.5,3065.68,0.6,48.5,0.2,1.71,0.94,0.7,0.5,4212,8,9,0,2
3067.0,Indonesia,2010,Hypertension,246305322.0,1.57,29.07,0.075,3866994.0,2107512.0,1759482.0,5.0,8.0,35.0,52.0,49.0,52.0,21.05,0.6,1.05,Medication,75.5,77.875,-8.84,162.0,Medium,36.8,3065.68,0.6,48.5,1.57,1.2,0.94,1.47,1.51,4213,8,10,0,2
9744.0,Indonesia,2010,Influenza,246305322.0,6.4,6.63,0.06,15763541.0,8197041.0,7566500.0,28.0,25.0,30.0,17.0,49.0,52.0,49.05,0.36,0.95,Vaccination,88.88,72.78,7.32,15.0,Medium,42.3,3065.68,0.6,48.5,6.4,1.08,0.94,1.33,3.36,4214,8,11,4,2
1233.0,Indonesia,2010,Leprosy,246305322.0,0.05,0.48,0.01,123153.0,77833.0,45320.0,13.0,20.0,40.0,27.0,49.0,52.0,49.05,0.4,0.64,Medication,63.38,2.27,-23.47,3861.0,Medium,37.4,3065.68,0.6,48.5,0.05,1.72,0.94,0.36,0.24,4215,8,12,0,2
6715.0,Indonesia,2010,Malaria,246305322.0,22.01,25.86,0.075,54211801.0,29924914.0,24286887.0,38.0,30.0,25.0,7.0,49.0,52.0,26.05,0.17,0.74,Medication,67.13,77.875,-18.94,161.0,Low,26.0,3065.68,0.6,48.5,22.01,1.23,0.94,1.72,9.84,4216,8,13,0,1
4283.0,Indonesia,2010,Measles,246305322.0,4.19,4.92,0.04,10320193.0,5376821.0,4943372.0,53.0,20.0,8.0,19.0,49.0,52.0,35.05,0.51,1.2,Medication,96.23,48.9,16.19,39.0,High,47.8,3065.68,0.6,48.5,4.19,1.09,0.94,1.2,2.4,4217,8,14,0,0
8729.0,Indonesia,2010,Parkinson'S Disease,246305322.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,29.05,0.37,1.39,Medication,56.06,0.0,-32.31,1931.0,Low,23.3,3065.68,0.6,48.5,0.19,1.12,3.55,0.01,0.08,4218,8,15,0,1
6063.0,Indonesia,2010,Polio,246305322.0,0.01,0.0,0.0,15075.0,7839.0,7236.0,43.0,20.0,10.0,27.0,49.0,52.0,34.05,0.57,0.36,Medication,78.87,0.0,-4.77,16.0,High,43.4,3065.68,0.6,48.5,0.01,1.08,0.94,0.0,0.0,4219,8,16,0,0
548.0,Indonesia,2010,Rabies,246305322.0,0.01,0.01,0.01,24631.0,16675.0,7956.0,18.0,25.0,35.0,22.0,49.0,52.0,34.05,0.37,1.55,Medication,63.36,0.31,-23.5,37.0,Low,29.1,3065.68,0.6,48.5,0.01,2.1,0.94,0.09,0.06,4220,8,17,0,1
8590.0,Indonesia,2010,Tubrculosis,246305322.0,0.24,1.27,0.02,591133.0,370640.0,220493.0,23.0,25.0,30.0,22.0,49.0,52.0,25.05,0.4,1.17,Medication,89.63,5.77,8.22,40.0,Medium,36.4,3065.68,0.6,48.5,0.24,1.68,0.94,0.59,0.45,4221,8,18,0,2
6084.0,Indonesia,2010,Zika,246305322.0,0.0,0.0,0.0,3428.0,1717.0,1711.0,28.0,30.0,10.0,32.0,49.0,52.0,36.05,0.25,0.89,Medication,69.36,0.0,-16.25,39.0,Medium,18.7,3065.68,0.6,48.5,0.0,1.0,0.94,0.0,0.0,4222,8,20,0,2
273.0,Indonesia,2011,Alzheimer'S Disease,249470032.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,40.06,0.19,0.77,Medication,70.73,0.0,-24.12,2123.0,Low,27.1,3579.46,0.61,49.2,0.19,1.12,3.55,0.01,0.08,4223,8,0,0,1
1710.0,Indonesia,2011,Asthma,249470032.0,0.19,2.12,0.01,473993.0,227517.0,246476.0,27.0,25.0,25.0,23.0,49.0,51.0,41.06,0.46,0.39,Medication,67.76,9.08,-27.3,43.0,Medium,39.8,3579.46,0.61,49.2,0.19,0.92,0.96,0.7,0.5,4224,8,1,0,2
6099.0,Indonesia,2011,COVID-19,249470032.0,4.18,5.42,0.03,10427847.0,5912589.0,4515258.0,17.0,25.0,30.0,28.0,49.0,51.0,29.06,0.31,0.69,Medication,65.58,49.01,-29.64,431.0,Medium,16.7,3579.46,0.61,49.2,4.18,1.31,0.96,1.19,2.39,4225,8,2,0,2
1505.0,Indonesia,2011,Cancer,249470032.0,0.15,1.92,0.01,374205.0,196458.0,177747.0,7.0,10.0,35.0,48.0,49.0,51.0,48.06,0.46,1.46,Medication,94.16,10.06,1.02,2805.0,Medium,39.1,3579.46,0.61,49.2,0.15,1.11,0.96,0.73,0.5,4226,8,3,0,2
3565.0,Indonesia,2011,Cholera,249470032.0,2.14,3.06,0.075,5338659.0,2904230.0,2434429.0,27.0,30.0,25.0,18.0,49.0,51.0,34.06,0.49,0.56,Medication,56.17,41.39,-39.74,42.0,Low,26.8,3579.46,0.61,49.2,2.14,1.19,0.96,1.41,1.7,4227,8,4,0,1
5593.0,Indonesia,2011,Dengue,249470032.0,6.45,7.76,0.01,16090817.0,8544224.0,7546593.0,32.0,35.0,25.0,8.0,49.0,51.0,20.06,0.72,0.83,Medication,53.92,74.42,-42.15,80.0,Low,23.6,3579.46,0.61,49.2,6.45,1.13,0.96,1.3,3.36,4228,8,5,0,1
605.0,Indonesia,2011,Diabetes,249470032.0,0.81,8.69,0.07,2020707.0,1081078.0,939629.0,7.0,15.0,40.0,38.0,49.0,51.0,25.06,0.26,0.89,Medication,92.35,31.94,-0.92,164.0,Medium,40.1,3579.46,0.61,49.2,0.81,1.15,0.96,1.1,0.98,4229,8,6,0,2
2687.0,Indonesia,2011,Ebola,249470032.0,0.0,0.0,0.0,3895.0,2049.0,1846.0,12.0,25.0,35.0,28.0,49.0,51.0,37.06,0.7,0.61,Therapy,62.31,0.0,-33.15,3905.0,Medium,18.6,3579.46,0.61,49.2,0.0,1.11,0.96,0.0,0.0,4230,8,7,2,2
8031.0,Indonesia,2011,HIVADS,249470032.0,0.22,1.19,0.02,548834.0,317775.0,231059.0,12.0,30.0,35.0,23.0,49.0,51.0,44.06,0.49,0.59,Therapy,88.02,5.75,-5.57,80.0,Medium,36.1,3579.46,0.61,49.2,0.22,1.38,0.96,0.59,0.44,4231,8,8,2,2
1279.0,Indonesia,2011,Hepatitis,249470032.0,0.26,1.53,0.03,648622.0,414469.0,234153.0,7.0,15.0,35.0,43.0,49.0,51.0,48.06,0.48,0.43,Medication,72.34,7.02,-22.39,42.0,Medium,38.7,3579.46,0.61,49.2,0.26,1.77,0.96,0.65,0.49,4232,8,9,0,2
2756.0,Indonesia,2011,Hypertension,249470032.0,1.13,21.11,0.06,2819011.0,1564551.0,1254460.0,4.0,8.0,35.0,53.0,49.0,51.0,37.06,0.69,1.13,Medication,64.88,77.875,-30.39,169.0,Medium,39.9,3579.46,0.61,49.2,1.13,1.25,0.96,1.42,1.3,4233,8,10,0,2
9799.0,Indonesia,2011,Influenza,249470032.0,6.16,7.21,0.03,15367354.0,8236902.0,7130452.0,27.0,25.0,30.0,18.0,49.0,51.0,50.06,0.26,1.25,Vaccination,78.97,69.91,-15.28,16.0,Medium,40.9,3579.46,0.61,49.2,6.16,1.16,0.96,1.3,3.24,4234,8,11,4,2
969.0,Indonesia,2011,Leprosy,249470032.0,0.0,0.01,0.01,8643.0,5436.0,3207.0,12.0,20.0,40.0,28.0,49.0,51.0,46.06,0.82,0.42,Medication,80.41,0.05,-13.73,4312.0,Medium,40.5,3579.46,0.61,49.2,0.0,1.7,0.96,0.02,0.01,4235,8,12,0,2
3171.0,Indonesia,2011,Malaria,249470032.0,15.69,21.74,0.075,39141848.0,21528016.0,17613832.0,37.0,30.0,25.0,8.0,49.0,51.0,42.06,0.69,0.68,Medication,60.47,77.875,-35.12,168.0,Medium,35.8,3579.46,0.61,49.2,15.69,1.22,0.96,1.7,7.3,4236,8,13,0,2
137.0,Indonesia,2011,Measles,249470032.0,0.36,0.42,0.0,898092.0,483173.0,414919.0,52.0,20.0,8.0,20.0,49.0,51.0,28.06,0.28,0.34,Medication,52.66,4.33,-43.5,40.0,High,36.3,3579.46,0.61,49.2,0.36,1.16,0.96,0.5,0.44,4237,8,14,0,0
4.0,Indonesia,2011,Parkinson'S Disease,249470032.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,37.06,0.6,0.48,Medication,67.35,0.0,-27.74,1953.0,Low,26.5,3579.46,0.61,49.2,0.19,1.12,3.55,0.01,0.08,4238,8,15,0,1
7796.0,Indonesia,2011,Polio,249470032.0,0.0,0.0,0.0,11593.0,6191.0,5402.0,42.0,20.0,10.0,28.0,49.0,51.0,28.06,0.37,0.5,Vaccination,83.35,0.0,-10.58,16.0,High,42.3,3579.46,0.61,49.2,0.0,1.15,0.96,0.0,0.0,4239,8,16,4,0
7350.0,Indonesia,2011,Rabies,249470032.0,0.01,0.01,0.01,24947.0,16914.0,8033.0,17.0,25.0,35.0,23.0,49.0,51.0,36.06,0.56,0.34,Medication,71.48,0.21,-23.31,41.0,Low,30.0,3579.46,0.61,49.2,0.01,2.11,0.96,0.06,0.04,4240,8,17,0,1
7140.0,Indonesia,2011,Tubrculosis,249470032.0,0.28,1.72,0.04,698516.0,445653.0,252863.0,22.0,25.0,30.0,23.0,49.0,51.0,48.06,0.57,0.5,Medication,63.9,9.86,-31.45,39.0,Medium,37.5,3579.46,0.61,49.2,0.28,1.76,0.96,0.74,0.56,4241,8,18,0,2
4082.0,Indonesia,2011,Zika,249470032.0,0.0,0.0,0.0,4978.0,2494.0,2484.0,27.0,30.0,10.0,33.0,49.0,51.0,44.06,0.73,0.36,Medication,68.01,0.0,-27.04,41.0,Medium,20.7,3579.46,0.61,49.2,0.0,1.0,0.96,0.0,0.0,4242,8,20,0,2
5370.0,Indonesia,2012,Alzheimer'S Disease,252698525.0,0.19,1.14,0.01,141744.0,80128.0,61579.0,25.0,25.0,25.0,25.0,78.0,22.0,28.06,0.34,1.04,Medication,83.97,0.0,28.3,2117.0,Low,27.0,3632.27,0.62,49.8,0.19,1.12,3.55,0.01,0.08,4243,8,0,0,1
4087.0,Indonesia,2012,Asthma,252698525.0,0.5,6.0,0.04,1263493.0,602686.0,660807.0,27.0,25.0,25.0,23.0,50.0,50.0,39.06,0.47,0.28,Medication,76.99,29.44,17.63,42.0,Medium,40.9,3632.27,0.62,49.8,0.5,0.91,1.0,1.05,0.83,4244,8,1,0,2
703.0,Indonesia,2012,COVID-19,252698525.0,1.11,1.45,0.0,2804954.0,1553945.0,1251009.0,17.0,25.0,30.0,28.0,50.0,50.0,21.06,0.7,0.5,Medication,72.95,10.37,11.46,448.0,Medium,16.6,3632.27,0.62,49.8,1.11,1.24,1.0,0.73,0.88,4245,8,2,0,2
6315.0,Indonesia,2012,Cancer,252698525.0,0.21,3.25,0.02,530667.0,283376.0,247291.0,7.0,10.0,35.0,48.0,50.0,50.0,42.06,0.48,0.97,Medication,70.67,15.28,7.98,2931.0,Medium,33.3,3632.27,0.62,49.8,0.21,1.15,1.0,0.85,0.59,4246,8,3,0,2
9916.0,Indonesia,2012,Cholera,252698525.0,2.24,3.03,0.075,5660447.0,3135888.0,2524559.0,27.0,30.0,25.0,18.0,50.0,50.0,27.06,0.63,0.45,Medication,79.75,40.91,21.85,42.0,Low,29.4,3632.27,0.62,49.8,2.24,1.24,1.0,1.48,1.78,4247,8,4,0,1
3234.0,Indonesia,2012,Dengue,252698525.0,4.33,4.44,0.03,10941846.0,5842946.0,5098900.0,32.0,35.0,25.0,8.0,50.0,50.0,27.06,0.37,1.04,Medication,60.21,36.56,-8.01,88.0,Low,25.9,3632.27,0.62,49.8,4.33,1.15,1.0,1.11,2.4,4248,8,5,0,1
5792.0,Indonesia,2012,Diabetes,252698525.0,0.52,7.65,0.06,1314032.0,710891.0,603141.0,7.0,15.0,40.0,38.0,50.0,50.0,40.06,0.39,0.72,Medication,98.31,37.92,50.21,165.0,Medium,45.9,3632.27,0.62,49.8,0.52,1.18,1.0,1.14,0.89,4249,8,6,0,2
